triple,vertical
382.3352696249709, 33.00953695769462
398.57718961099465, 33.00953695769462
430.7425605637085, 35.52617902821416
437.4304099697182, 33.00953695769462
445.710604472397, 33.00953695769462
446.66601153039835, 35.52617902821416
438.7042860470534, 40.64624393030562
467.36649778709534, 40.64624393030562
479.4683205217797, 40.64624393030562
495.39177148846966, 38.08621147925989
496.02870952713727, 38.08621147925989
528.5125494991847, 40.64624393030562
528.5125494991847, 43.11949562029896
453.3538609364082, 45.67952807134469
467.36649778709534, 45.72291845187089
555.5824161425577, 48.23956052239043
573.4166812252505, 48.23956052239043
621.5055031446537, 50.75620259290996
647.6199627300256, 53.316235043955686
423.0993040996972, 53.316235043955686
502.39808991381324, 53.316235043955686
544.4360004658747, 53.316235043955686
555.5824161425577, 53.316235043955686
576.2829023992547, 53.316235043955686
588.384725133939, 53.316235043955686
581.3784067085954, 55.832877114475224
586.4739110179362, 55.832877114475224
606.5374592359653, 55.832877114475224
537.4296820405311, 58.39290956552096
780.4215437922201, 58.39290956552096
743.7976065688331, 60.90955163604049
673.4159532960633, 60.90955163604049
631.3780427440018, 60.90955163604049
605.582052177964, 60.90955163604049
641.2505823433496, 63.469584087086226
680.4222717214068, 66.02961653813196
691.5686873980899, 68.5462586086515
649.2123078266945, 71.10629105969723
